Car_Id,Car_Name,Year,Selling_Price_Lakh,Present_Price_Lakh,Kms_Driven,Fuel_Type,Seller_Type,Transmission,Owner
128,Alto K10,2010,1.95,3.95,44542,Petrol,Dealer,Manual,0
129,Ciaz,2015,7.45,10.38,45000,Diesel,Dealer,Manual,0
130,Ritz,2012,3.1,5.98,51439,Diesel,Dealer,Manual,0
131,Ritz,2011,2.35,4.89,54200,Petrol,Dealer,Manual,0
132,Swift,2014,4.95,7.49,39000,Diesel,Dealer,Manual,0
133,Ertiga,2014,6.0,9.95,45000,Diesel,Dealer,Manual,0
134,Dzire,2014,5.5,8.06,45000,Diesel,Dealer,Manual,0
135,Sx4,2011,2.95,7.74,49998,CNG,Dealer,Manual,0
136,Dzire,2015,4.65,7.2,48767,Petrol,Dealer,Manual,0
137,800,2003,0.35,2.28,127000,Petrol,Individual,Manual,0
138,Alto K10,2016,3.0,3.76,10079,Petrol,Dealer,Manual,0
139,Sx4,2003,2.25,7.98,62000,Petrol,Dealer,Manual,0
140,Baleno,2016,5.85,7.87,24524,Petrol,Dealer,Automatic,0
141,Alto K10,2014,2.55,3.98,46706,Petrol,Dealer,Manual,0
142,Sx4,2008,1.95,7.15,58000,Petrol,Dealer,Manual,0
143,Dzire,2014,5.5,8.06,45780,Diesel,Dealer,Manual,0
144,Omni,2012,1.25,2.69,50000,Petrol,Dealer,Manual,0
145,Ciaz,2014,7.5,12.04,15000,Petrol,Dealer,Automatic,0
146,Ritz,2013,2.65,4.89,64532,Petrol,Dealer,Manual,0
147,Wagon R,2006,1.05,4.15,65000,Petrol,Dealer,Manual,0
148,Ertiga,2015,5.8,7.71,25870,Petrol,Dealer,Manual,0
149,Ciaz,2017,7.75,9.29,37000,Petrol,Dealer,Automatic,0
150,Fortuner,2012,14.9,30.61,104707,Diesel,Dealer,Automatic,0
151,Fortuner,2015,23.0,30.61,40000,Diesel,Dealer,Automatic,0
152,Innova,2017,18.0,19.77,15000,Diesel,Dealer,Automatic,0
153,Fortuner,2013,16.0,30.61,135000,Diesel,Individual,Automatic,0
154,Innova,2005,2.75,10.21,90000,Petrol,Individual,Manual,0
155,Corolla Altis,2009,3.6,15.04,70000,Petrol,Dealer,Automatic,0
156,Etios Cross,2015,4.5,7.27,40534,Petrol,Dealer,Manual,0
157,Corolla Altis,2010,4.75,18.54,50000,Petrol,Dealer,Manual,0
158,Etios G,2014,4.1,6.8,39485,Petrol,Dealer,Manual,1
159,Fortuner,2014,19.99,35.96,41000,Diesel,Dealer,Automatic,0
160,Corolla Altis,2013,6.95,18.61,40001,Petrol,Dealer,Manual,0
161,Etios Cross,2015,4.5,7.7,40588,Petrol,Dealer,Manual,0
162,Fortuner,2014,18.75,35.96,78000,Diesel,Dealer,Automatic,0
163,Fortuner,2015,23.5,35.96,47000,Diesel,Dealer,Automatic,0
164,Fortuner,2017,33.0,36.23,6000,Diesel,Dealer,Automatic,0
165,Etios Liva,2014,4.75,6.95,45000,Diesel,Dealer,Manual,0
166,Innova,2017,19.75,23.15,11000,Petrol,Dealer,Automatic,0
167,Fortuner,2010,9.25,20.45,59000,Diesel,Dealer,Manual,0
168,Corolla Altis,2011,4.35,13.74,88000,Petrol,Dealer,Manual,0
169,Corolla Altis,2016,14.25,20.91,12000,Petrol,Dealer,Manual,0
170,Etios Liva,2014,3.95,6.76,71000,Diesel,Dealer,Manual,0
171,Corolla Altis,2011,4.5,12.48,45000,Diesel,Dealer,Manual,0
172,Corolla Altis,2013,7.45,18.61,56001,Petrol,Dealer,Manual,0
173,Etios Liva,2011,2.65,5.71,43000,Petrol,Dealer,Manual,0
174,Etios Cross,2014,4.9,8.93,83000,Diesel,Dealer,Manual,0
175,Etios G,2015,3.95,6.8,36000,Petrol,Dealer,Manual,0
176,Corolla Altis,2013,5.5,14.68,72000,Petrol,Dealer,Manual,0
177,Corolla,2004,1.5,12.35,135154,Petrol,Dealer,Automatic,0
178,Corolla Altis,2010,5.25,22.83,80000,Petrol,Dealer,Automatic,0
179,Fortuner,2012,14.5,30.61,89000,Diesel,Dealer,Automatic,0
180,Corolla Altis,2016,14.73,14.89,23000,Diesel,Dealer,Manual,0
181,Etios Gd,2015,4.75,7.85,40000,Diesel,Dealer,Manual,0
182,Innova,2017,23.0,25.39,15000,Diesel,Dealer,Automatic,0
183,Innova,2015,12.5,13.46,38000,Diesel,Dealer,Manual,0
184,Innova,2005,3.49,13.46,197176,Diesel,Dealer,Manual,0
185,Camry,2006,2.5,23.73,142000,Petrol,Individual,Automatic,3
186,Land Cruiser,2010,35.0,92.6,78000,Diesel,Dealer,Manual,0
187,Corolla Altis,2012,5.9,13.74,56000,Petrol,Dealer,Manual,0
188,Etios Liva,2013,3.45,6.05,47000,Petrol,Dealer,Manual,0
189,Etios G,2014,4.75,6.76,40000,Petrol,Dealer,Manual,0
190,Corolla Altis,2009,3.8,18.61,62000,Petrol,Dealer,Manual,0
191,Innova,2014,11.25,16.09,58242,Diesel,Dealer,Manual,0
192,Innova,2005,3.51,13.7,75000,Petrol,Dealer,Manual,0
193,Corolla Altis,2008,4.0,22.78,89000,Petrol,Dealer,Automatic,0
194,Corolla Altis,2012,5.85,18.61,72000,Petrol,Dealer,Manual,0
195,Innova,2016,20.75,25.39,29000,Diesel,Dealer,Automatic,0
196,Corolla Altis,2017,17.0,18.64,8700,Petrol,Dealer,Manual,0
197,Corolla Altis,2013,7.05,18.61,45000,Petrol,Dealer,Manual,0
198,Fortuner,2010,9.65,20.45,50024,Diesel,Dealer,Manual,0
199,Royal Enfield Thunder 500,2016,1.75,1.9,3000,Petrol,Individual,Manual,0
200,Um Renegade Mojave,2017,1.7,1.82,1400,Petrol,Individual,Manual,0
201,Ktm Rc200,2017,1.65,1.78,4000,Petrol,Individual,Manual,0
202,Bajaj Dominar 400,2017,1.45,1.6,1200,Petrol,Individual,Manual,0
203,Royal Enfield Classic 350,2017,1.35,1.47,4100,Petrol,Individual,Manual,0
204,Ktm Rc390,2015,1.35,2.37,21700,Petrol,Individual,Manual,0
205,Hyosung Gt250R,2014,1.35,3.45,16500,Petrol,Individual,Manual,1
206,Royal Enfield Thunder 350,2013,1.25,1.5,15000,Petrol,Individual,Manual,0
207,Royal Enfield Thunder 350,2016,1.2,1.5,18000,Petrol,Individual,Manual,0
208,Royal Enfield Classic 350,2017,1.2,1.47,11000,Petrol,Individual,Manual,0
209,Ktm Rc200,2016,1.2,1.78,6000,Petrol,Individual,Manual,0
210,Royal Enfield Thunder 350,2016,1.15,1.5,8700,Petrol,Individual,Manual,0
211,Ktm 390 Duke ,2014,1.15,2.4,7000,Petrol,Individual,Manual,0
212,Mahindra Mojo Xt300,2016,1.15,1.4,35000,Petrol,Individual,Manual,0
213,Royal Enfield Classic 350,2015,1.15,1.47,17000,Petrol,Individual,Manual,0
214,Royal Enfield Classic 350,2015,1.11,1.47,17500,Petrol,Individual,Manual,0
215,Royal Enfield Classic 350,2013,1.1,1.47,33000,Petrol,Individual,Manual,0
216,Royal Enfield Thunder 500,2015,1.1,1.9,14000,Petrol,Individual,Manual,0
217,Royal Enfield Classic 350,2015,1.1,1.47,26000,Petrol,Individual,Manual,0
218,Royal Enfield Thunder 500,2013,1.05,1.9,5400,Petrol,Individual,Manual,0
219,Bajaj Pulsar Rs200,2016,1.05,1.26,5700,Petrol,Individual,Manual,0
220,Royal Enfield Thunder 350,2011,1.05,1.5,6900,Petrol,Individual,Manual,0
221,Royal Enfield Bullet 350,2016,1.05,1.17,6000,Petrol,Individual,Manual,0
222,Royal Enfield Classic 350,2013,1.0,1.47,46500,Petrol,Individual,Manual,0
223,Royal Enfield Classic 500,2012,0.95,1.75,11500,Petrol,Individual,Manual,0
224,Royal Enfield Classic 500,2009,0.9,1.75,40000,Petrol,Individual,Manual,0
225,Bajaj Avenger 220,2017,0.9,0.95,1300,Petrol,Individual,Manual,0
226,Bajaj Avenger 150,2016,0.75,0.8,7000,Petrol,Individual,Manual,0
227,Honda Cb Hornet 160R,2017,0.8,0.87,3000,Petrol,Individual,Manual,0
228,Yamaha Fz S V 2.0,2017,0.78,0.84,5000,Petrol,Individual,Manual,0
229,Honda Cb Hornet 160R,2017,0.75,0.87,11000,Petrol,Individual,Manual,0
230,Yamaha Fz 16,2015,0.75,0.82,18000,Petrol,Individual,Manual,0
231,Bajaj Avenger 220,2017,0.75,0.95,3500,Petrol,Individual,Manual,0
232,Bajaj Avenger 220,2016,0.72,0.95,500,Petrol,Individual,Manual,0
233,Tvs Apache Rtr 160,2017,0.65,0.81,11800,Petrol,Individual,Manual,0
234,Bajaj Pulsar 150,2015,0.65,0.74,5000,Petrol,Individual,Manual,0
235,Honda Cbr 150,2014,0.65,1.2,23500,Petrol,Individual,Manual,0
236,Hero Extreme,2013,0.65,0.787,16000,Petrol,Individual,Manual,0
237,Honda Cb Hornet 160R,2016,0.6,0.87,15000,Petrol,Individual,Manual,0
238,Bajaj Avenger 220 Dtsi,2015,0.6,0.95,16600,Petrol,Individual,Manual,0
239,Honda Cbr 150,2013,0.6,1.2,32000,Petrol,Individual,Manual,0
240,Bajaj Avenger 150 Street,2016,0.6,0.8,20000,Petrol,Individual,Manual,0
241,Yamaha Fz  V 2.0,2015,0.6,0.84,29000,Petrol,Individual,Manual,0
242,Yamaha Fz  V 2.0,2016,0.6,0.84,25000,Petrol,Individual,Manual,0
243,Bajaj Pulsar  Ns 200,2014,0.6,0.99,25000,Petrol,Individual,Manual,0
244,Tvs Apache Rtr 160,2012,0.6,0.81,19000,Petrol,Individual,Manual,0
245,Hero Extreme,2014,0.55,0.787,15000,Petrol,Individual,Manual,0
246,Yamaha Fz S V 2.0,2015,0.55,0.84,58000,Petrol,Individual,Manual,0
247,Bajaj Pulsar 220 F,2010,0.52,0.94,45000,Petrol,Individual,Manual,0
248,Bajaj Pulsar 220 F,2016,0.51,0.94,24000,Petrol,Individual,Manual,0
249,Tvs Apache Rtr 180,2011,0.5,0.826,6000,Petrol,Individual,Manual,0
250,Hero Passion X Pro,2016,0.5,0.55,31000,Petrol,Individual,Manual,0
251,Bajaj Pulsar Ns 200,2012,0.5,0.99,13000,Petrol,Individual,Manual,0
252,Bajaj Pulsar Ns 200,2013,0.5,0.99,45000,Petrol,Individual,Manual,0
253,Yamaha Fazer ,2014,0.5,0.88,8000,Petrol,Individual,Manual,0
254,Honda Activa 4G,2017,0.48,0.51,4300,Petrol,Individual,Automatic,0
255,Tvs Sport ,2017,0.48,0.52,15000,Petrol,Individual,Manual,0
256,Yamaha Fz S V 2.0,2015,0.48,0.84,23000,Petrol,Individual,Manual,0
257,Honda Dream Yuga ,2017,0.48,0.54,8600,Petrol,Individual,Manual,0
258,Honda Activa 4G,2017,0.45,0.51,4000,Petrol,Individual,Automatic,0
259,Bajaj Avenger Street 220,2011,0.45,0.95,24000,Petrol,Individual,Manual,0
260,Tvs Apache Rtr 180,2014,0.45,0.826,23000,Petrol,Individual,Manual,0
261,Bajaj Pulsar Ns 200,2012,0.45,0.99,14500,Petrol,Individual,Manual,0
262,Bajaj Avenger 220 Dtsi,2010,0.45,0.95,27000,Petrol,Individual,Manual,0
263,Hero Splender Ismart,2016,0.45,0.54,14000,Petrol,Individual,Manual,0
264,Activa 3G,2016,0.45,0.54,500,Petrol,Individual,Automatic,0
265,Hero Passion Pro,2016,0.45,0.55,1000,Petrol,Individual,Manual,0
266,Tvs Apache Rtr 160,2014,0.42,0.81,42000,Petrol,Individual,Manual,0
267,Honda Cb Trigger,2013,0.42,0.73,12000,Petrol,Individual,Manual,0
268,Hero Splender Ismart,2015,0.4,0.54,14000,Petrol,Individual,Manual,0
269,Yamaha Fz S ,2012,0.4,0.83,5500,Petrol,Individual,Manual,0
270,Hero Passion Pro,2015,0.4,0.55,6700,Petrol,Individual,Manual,0
271,Bajaj Pulsar 135 Ls,2014,0.4,0.64,13700,Petrol,Individual,Manual,0
272,Activa 4G,2017,0.4,0.51,1300,Petrol,Individual,Automatic,0
273,Honda Cb Unicorn,2015,0.38,0.72,38600,Petrol,Individual,Manual,0
274,Hero Honda Cbz Extreme,2011,0.38,0.787,75000,Petrol,Individual,Manual,0
275,Honda Karizma,2011,0.35,1.05,30000,Petrol,Individual,Manual,0
276,Honda Activa 125,2016,0.35,0.57,24000,Petrol,Individual,Automatic,0
277,Tvs Jupyter,2014,0.35,0.52,19000,Petrol,Individual,Automatic,0
278,Honda Karizma,2010,0.31,1.05,213000,Petrol,Individual,Manual,0
279,Hero Honda Passion Pro,2012,0.3,0.51,60000,Petrol,Individual,Manual,0
280,Hero Splender Plus,2016,0.3,0.48,50000,Petrol,Individual,Manual,0
281,Honda Cb Shine,2013,0.3,0.58,30000,Petrol,Individual,Manual,0
282,Bajaj Discover 100,2013,0.27,0.47,21000,Petrol,Individual,Manual,0
283,Bajaj Pulsar 150,2008,0.25,0.75,26000,Petrol,Individual,Manual,1
284,Suzuki Access 125,2008,0.25,0.58,1900,Petrol,Individual,Automatic,0
285,Tvs Wego,2010,0.25,0.52,22000,Petrol,Individual,Automatic,0
286,Honda Cb Twister,2013,0.25,0.51,32000,Petrol,Individual,Manual,0
287,Hero Glamour,2013,0.25,0.57,18000,Petrol,Individual,Manual,0
288,Hero Super Splendor,2005,0.2,0.57,55000,Petrol,Individual,Manual,0
289,Bajaj Pulsar 150,2008,0.2,0.75,60000,Petrol,Individual,Manual,0
290,Bajaj Discover 125,2012,0.2,0.57,25000,Petrol,Individual,Manual,1
291,Hero Hunk,2007,0.2,0.75,49000,Petrol,Individual,Manual,1
292,Hero  Ignitor Disc,2013,0.2,0.65,24000,Petrol,Individual,Manual,1
293,Hero  Cbz Xtreme,2008,0.2,0.787,50000,Petrol,Individual,Manual,0
294,Bajaj  Ct 100,2015,0.18,0.32,35000,Petrol,Individual,Manual,0
295,Activa 3G,2008,0.17,0.52,500000,Petrol,Individual,Automatic,0
296,Honda Cb Twister,2010,0.16,0.51,33000,Petrol,Individual,Manual,0
297,Bajaj Discover 125,2011,0.15,0.57,35000,Petrol,Individual,Manual,1
298,Honda Cb Shine,2007,0.12,0.58,53000,Petrol,Individual,Manual,0
299,Bajaj Pulsar 150,2006,0.1,0.75,92233,Petrol,Individual,Manual,0
300,I20,2010,3.25,6.79,58000,Diesel,Dealer,Manual,1
301,Grand I10,2015,4.4,5.7,28200,Petrol,Dealer,Manual,0
302,I10,2011,2.95,4.6,53460,Petrol,Dealer,Manual,0
303,Eon,2015,2.75,4.43,28282,Petrol,Dealer,Manual,0
304,Grand I10,2016,5.25,5.7,3493,Petrol,Dealer,Manual,1
305,Xcent,2017,5.75,7.13,12479,Petrol,Dealer,Manual,0
306,Grand I10,2015,5.15,5.7,34797,Petrol,Dealer,Automatic,0
307,I20,2017,7.9,8.1,3435,Petrol,Dealer,Manual,0
308,Grand I10,2015,4.85,5.7,21125,Diesel,Dealer,Manual,0
309,I10,2012,3.1,4.6,35775,Petrol,Dealer,Manual,0
310,Elantra,2015,11.75,14.79,43535,Diesel,Dealer,Manual,0
311,Creta,2016,11.25,13.6,22671,Petrol,Dealer,Manual,0
312,I20,2011,2.9,6.79,31604,Petrol,Dealer,Manual,0
313,Grand I10,2017,5.25,5.7,20114,Petrol,Dealer,Manual,0
314,Verna,2012,4.5,9.4,36100,Petrol,Dealer,Manual,0
315,Eon,2016,2.9,4.43,12500,Petrol,Dealer,Manual,0
316,Eon,2016,3.15,4.43,15000,Petrol,Dealer,Manual,0
317,Verna,2014,6.45,9.4,45078,Petrol,Dealer,Manual,0
318,Verna,2012,4.5,9.4,36000,Petrol,Dealer,Manual,0
319,Eon,2017,3.5,4.43,38488,Petrol,Dealer,Manual,0
320,I20,2013,4.5,6.79,32000,Petrol,Dealer,Automatic,0
321,I20,2014,6.0,7.6,77632,Diesel,Dealer,Manual,0
322,Verna,2015,8.25,9.4,61381,Diesel,Dealer,Manual,0
323,Verna,2013,5.11,9.4,36198,Petrol,Dealer,Automatic,0
324,I10,2011,2.7,4.6,22517,Petrol,Dealer,Manual,0
325,Grand I10,2015,5.25,5.7,24678,Petrol,Dealer,Manual,0
326,I10,2011,2.55,4.43,57000,Petrol,Dealer,Manual,0
327,Verna,2012,4.95,9.4,60000,Diesel,Dealer,Manual,0
328,I20,2012,3.1,6.79,52132,Diesel,Dealer,Manual,0
329,Verna,2013,6.15,9.4,45000,Diesel,Dealer,Manual,0
330,Verna,2017,9.25,9.4,15001,Petrol,Dealer,Manual,0
331,Elantra,2015,11.45,14.79,12900,Petrol,Dealer,Automatic,0
332,Grand I10,2013,3.9,5.7,53000,Diesel,Dealer,Manual,0
333,Grand I10,2015,5.5,5.7,4492,Petrol,Dealer,Manual,0
334,Verna,2017,9.1,9.4,15141,Petrol,Dealer,Manual,0
335,Eon,2016,3.1,4.43,11849,Petrol,Dealer,Manual,0
336,Creta,2015,11.25,13.6,68000,Diesel,Dealer,Manual,0
337,Verna,2013,4.8,9.4,60241,Petrol,Dealer,Manual,0
338,Eon,2012,2.0,4.43,23709,Petrol,Dealer,Manual,0
339,Verna,2012,5.35,9.4,32322,Diesel,Dealer,Manual,0
340,Xcent,2015,4.75,7.13,35866,Petrol,Dealer,Manual,1
341,Xcent,2014,4.4,7.13,34000,Petrol,Dealer,Manual,0
342,I20,2016,6.25,7.6,7000,Petrol,Dealer,Manual,0
343,Verna,2013,5.95,9.4,49000,Diesel,Dealer,Manual,0
344,Verna,2012,5.2,9.4,71000,Diesel,Dealer,Manual,0
345,I20,2012,3.75,6.79,35000,Petrol,Dealer,Manual,0
346,Verna,2015,5.95,9.4,36000,Petrol,Dealer,Manual,0
347,I10,2013,4.0,4.6,30000,Petrol,Dealer,Manual,0
348,I20,2016,5.25,7.6,17000,Petrol,Dealer,Manual,0
349,Creta,2016,12.9,13.6,35934,Diesel,Dealer,Manual,0
350,City,2013,5.0,9.9,56701,Petrol,Dealer,Manual,0
351,Brio,2015,5.4,6.82,31427,Petrol,Dealer,Automatic,0
352,City,2014,7.2,9.9,48000,Diesel,Dealer,Manual,0
353,City,2013,5.25,9.9,54242,Petrol,Dealer,Manual,0
354,Brio,2012,3.0,5.35,53675,Petrol,Dealer,Manual,0
355,City,2016,10.25,13.6,49562,Petrol,Dealer,Manual,0
356,City,2015,8.5,13.6,40324,Petrol,Dealer,Manual,0
357,City,2015,8.4,13.6,25000,Petrol,Dealer,Manual,0
358,Amaze,2014,3.9,7.0,36054,Petrol,Dealer,Manual,0
359,City,2016,9.15,13.6,29223,Petrol,Dealer,Manual,0
360,Brio,2016,5.5,5.97,5600,Petrol,Dealer,Manual,0
361,Amaze,2015,4.0,5.8,40023,Petrol,Dealer,Manual,0
362,Jazz,2016,6.6,7.7,16002,Petrol,Dealer,Manual,0
363,Amaze,2015,4.0,7.0,40026,Petrol,Dealer,Manual,0
364,Jazz,2017,6.5,8.7,21200,Petrol,Dealer,Manual,0
365,Amaze,2014,3.65,7.0,35000,Petrol,Dealer,Manual,0
366,City,2016,8.35,9.4,19434,Diesel,Dealer,Manual,0
367,Brio,2017,4.8,5.8,19000,Petrol,Dealer,Manual,0
368,City,2015,6.7,10.0,18828,Petrol,Dealer,Manual,0
369,City,2011,4.1,10.0,69341,Petrol,Dealer,Manual,0
370,City,2009,3.0,10.0,69562,Petrol,Dealer,Manual,0
371,City,2015,7.5,10.0,27600,Petrol,Dealer,Manual,0
372,Jazz,2010,2.25,7.5,61203,Petrol,Dealer,Manual,0
373,Brio,2014,5.3,6.8,16500,Petrol,Dealer,Manual,0
374,City,2016,10.9,13.6,30753,Petrol,Dealer,Automatic,0
375,City,2015,8.65,13.6,24800,Petrol,Dealer,Manual,0
376,City,2015,9.7,13.6,21780,Petrol,Dealer,Manual,0
377,Jazz,2016,6.0,8.4,4000,Petrol,Dealer,Manual,0
378,City,2014,6.25,13.6,40126,Petrol,Dealer,Manual,0
379,Brio,2015,5.25,5.9,14465,Petrol,Dealer,Manual,0
380,City,2006,2.1,7.6,50456,Petrol,Dealer,Manual,0
381,City,2014,8.25,14.0,63000,Diesel,Dealer,Manual,0
382,City,2016,8.99,11.8,9010,Petrol,Dealer,Manual,0
383,Brio,2013,3.5,5.9,9800,Petrol,Dealer,Manual,0
384,Jazz,2016,7.4,8.5,15059,Petrol,Dealer,Automatic,0
385,Jazz,2016,5.65,7.9,28569,Petrol,Dealer,Manual,0
386,Amaze,2015,5.75,7.5,44000,Petrol,Dealer,Automatic,0
387,City,2015,8.4,13.6,34000,Petrol,Dealer,Manual,0
388,City,2016,10.11,13.6,10980,Petrol,Dealer,Manual,0
389,Amaze,2014,4.5,6.4,19000,Petrol,Dealer,Manual,0
390,Brio,2015,5.4,6.1,31427,Petrol,Dealer,Manual,0
391,Jazz,2016,6.4,8.4,12000,Petrol,Dealer,Manual,0
392,City,2010,3.25,9.9,38000,Petrol,Dealer,Manual,0
393,Amaze,2014,3.75,6.8,33019,Petrol,Dealer,Manual,0
394,City,2015,8.55,13.09,60076,Diesel,Dealer,Manual,0
395,City,2016,9.5,11.6,33988,Diesel,Dealer,Manual,0
396,Brio,2015,4.0,5.9,60000,Petrol,Dealer,Manual,0
397,City,2009,3.35,11.0,87934,Petrol,Dealer,Manual,0
398,City,2017,11.5,12.5,9000,Diesel,Dealer,Manual,0
399,Brio,2016,5.3,5.9,5464,Petrol,Dealer,Manual,0
400,Royal Enfield Classic 350,2017,0.71,1.74,81400,Petrol,Dealer,Manual,0
401,Omni,2012,0.43,3.48,129500,Petrol,Individual,Manual,0
402,City,2017,4.37,11.43,65000,Petrol,Dealer,Manual,0
403,Amaze,2015,1.92,6.33,55700,Petrol,Dealer,Manual,0
404,Hero Glamour,2013,0.35,1.14,116000,Petrol,Dealer,Manual,0
405,Hero Honda Passion Pro,2012,0.1,0.41,144300,Petrol,Dealer,Manual,0
406,Royal Enfield Thunder 350,2013,0.42,1.39,136000,Petrol,Dealer,Manual,0
407,Wagon R,2007,1.47,4.56,252900,Petrol,Dealer,Manual,0
408,Tvs Jupyter,2014,0.23,0.76,154400,Petrol,Dealer,Automatic,0
409,I10,2011,0.51,4.14,116200,Petrol,Individual,Manual,0
410,City,2016,5.38,12.2,72600,Petrol,Dealer,Manual,0
411,Corolla Altis,2014,3.07,17.41,170000,Petrol,Dealer,Manual,0
412,Ktm Rc200,2017,0.67,2.01,47000,Petrol,Individual,Manual,0
413,Brio,2017,2.69,7.73,48100,Petrol,Dealer,Manual,0
414,Eon,2016,1.28,4.88,119800,Petrol,Dealer,Manual,0
415,Yamaha Fz S ,2012,0.51,1.64,160600,Petrol,Individual,Manual,0
416,Etios Gd,2015,3.3,7.59,139700,Diesel,Dealer,Manual,0
417,Grand I10,2013,0.83,6.12,87200,Petrol,Individual,Manual,0
418,Ertiga,2014,2.32,10.36,82600,Diesel,Individual,Manual,0
419,Alto K10,2010,0.61,3.49,124400,Petrol,Dealer,Manual,0
420,Innova,2005,2.26,17.75,220700,Diesel,Individual,Manual,0
421,Verna,2015,3.57,10.38,43300,Petrol,Individual,Manual,0
422,Creta,2016,4.29,13.78,92000,Diesel,Dealer,Manual,0
423,I20,2015,2.0,7.6,142800,Petrol,Dealer,Manual,0
424,Brio,2015,1.92,5.97,116500,Petrol,Dealer,Manual,0
425,Corolla Altis,2014,4.15,19.52,159900,Petrol,Individual,Manual,0
426,Alto K10,2011,0.7,4.32,151800,Petrol,Individual,Manual,0
427,800,2003,0.84,2.74,186400,Petrol,Dealer,Manual,0
428,Royal Enfield Thunder 350,2013,0.67,1.78,114600,Petrol,Dealer,Manual,0
429,Tvs Apache Rtr 160,2016,0.3,1.18,53100,Petrol,Dealer,Manual,0
430,Honda Cbr 150,2013,0.25,1.61,216900,Petrol,Dealer,Manual,0
431,Bajaj Discover 100,2013,0.26,0.91,84000,Petrol,Dealer,Manual,0
432,Honda Cb Hornet 160R,2016,0.32,1.18,75100,Petrol,Individual,Manual,0
433,Hero  Cbz Xtreme,2008,0.2,0.63,185400,Petrol,Individual,Manual,0
434,Ritz,2013,1.7,4.91,68000,Petrol,Dealer,Manual,0
435,Amaze,2015,1.38,7.1,165300,Petrol,Individual,Manual,0
436,Alto K10,2011,0.64,4.26,138800,Petrol,Dealer,Manual,0
437,Hero Passion Pro,2015,0.17,0.88,56100,Petrol,Dealer,Manual,0
438,Royal Enfield Thunder 500,2016,0.77,1.62,70500,Petrol,Dealer,Manual,0
439,Dzire,2014,3.02,7.18,123400,Diesel,Dealer,Manual,0
440,City,2011,2.31,12.02,81600,Petrol,Individual,Manual,0
441,Bajaj Pulsar 150,2009,0.12,0.59,226300,Petrol,Dealer,Manual,0
442,Hero Splender Plus,2016,0.16,0.38,30200,Petrol,Dealer,Manual,0
443,Bajaj Discover 125,2011,0.15,0.46,147700,Petrol,Dealer,Manual,0
444,Verna,2016,3.66,9.59,123100,Petrol,Dealer,Manual,0
445,Verna,2017,3.51,9.62,88600,Petrol,Individual,Manual,0
446,Grand I10,2017,2.75,6.52,43400,Petrol,Dealer,Manual,0
447,Bajaj Avenger Street 220,2011,0.69,2.54,147800,Petrol,Dealer,Manual,0
448,City,2016,4.5,12.18,100300,Petrol,Dealer,Manual,0
449,Yamaha Fz S ,2012,0.34,1.05,143700,Petrol,Dealer,Manual,0
450,City,2008,2.85,10.8,267000,Petrol,Individual,Manual,0
451,Honda Karizma,2010,0.4,2.03,154200,Petrol,Individual,Manual,0
452,Hero Passion Pro,2015,0.15,0.44,137500,Petrol,Individual,Manual,0
453,Royal Enfield Classic 350,2017,0.85,1.85,50900,Petrol,Dealer,Manual,0
454,Ertiga,2014,2.5,9.73,76100,Diesel,Individual,Manual,0
